Season,No. in series,No. in season,Title_Text,Title_Link,Original air date,U.S. viewers (millions),Short Summary
Season 19,408,8,"""All Star""",https://greysanatomy.fandom.com/wiki/All_Star,"March 2, 2023",3.08,"Teddy makes a challenging decision. Meanwhile, Maggie and Winston aren't on speaking terms, and Link leans on Jo for emotional support as he preps for a surgery on a well-known athlete. Simone and Lucas are surprised by an unlikely visitor."
Season 19,409,9,"""Love Don't Cost a Thing""",https://greysanatomy.fandom.com/wiki/Love_Don%27t_Cost_a_Thing,"March 9, 2023",3.18,"Simone is met with a life-changing decision upon the return of someone from her past. Blue and Jules shadow Maggie on a risky case, while Jo and Link tend to a pregnant woman. At the intern house, Lucas and Mika throw a party filled with surprises."
Season 19,410,10,"""Sisters Are Doin' It for Themselves""",https://greysanatomy.fandom.com/wiki/Sisters_Are_Doin%27_It_for_Themselves,"March 16, 2023",3.46,"Catherine returns to Grey Sloan for a surgical case that makes Lucas and Blue queasy. Amelia treats a possible cancer patient with a family that's a little too supportive. Owen takes his medical future into his own hands, much to Teddy's surprise."
Season 19,411,11,"""Training Day""",https://greysanatomy.fandom.com/wiki/Training_Day,"March 23, 2023",3.36,"Addison makes a special appearance at Grey Sloan to welcome Bailey's new OB/GYN trainees. Maggie's lung transplant is derailed, and Nick bonds with Lucas — before the day takes a shocking turn."
Season 19,412,12,"""Pick Yourself Up""",https://greysanatomy.fandom.com/wiki/Pick_Yourself_Up,"March 30, 2023",3.7,"In the immediate aftermath of shocking events at the clinic, the hospital goes on lockdown and the Grey Sloan doctors split up to save multiple lives. Meanwhile, Maggie lands in hot water with Winston, and Jules' roommate makes a surprise appearance."
Season 19,413,13,"""Cowgirls Don't Cry""",https://greysanatomy.fandom.com/wiki/Cowgirls_Don%27t_Cry,"April 6, 2023",3.3,"A bull rider shows up at Grey Sloan with severe injuries, forcing Maggie, Amelia, Owen and Blue to examine their own biases. Elsewhere, Simone can't find anyone to be her maid of honor, and Mika takes drastic measures to pay down her student debt."
Season 19,414,14,"""Shadow of Your Love""",https://greysanatomy.fandom.com/wiki/Shadow_of_Your_Love,"April 13, 2023",3.15,"It's Maggie's last day. Amelia's relationship with Kai is tested, and Ben worries as Bailey's doxing intensifies."
Season 19,415,15,"""Mama Who Bore Me""",https://greysanatomy.fandom.com/wiki/Mama_Who_Bore_Me,"April 13, 2023",3.15,"With Levi's help, a patient celebrates a milestone. Jo processes a difficult diagnosis, and Maggie and Winston decide their future."
Season 19,416,16,"""Gunpowder and Lead""",https://greysanatomy.fandom.com/wiki/Gunpowder_and_Lead,"April 20, 2023",3.35,"Amelia takes her personal problems out on her work colleagues, and the threats against Bailey come to a terrifying head. Lucas and Jules make a risky decision on a patient, and Mika struggles with burnout."
Season 19,417,17,"""Come Fly With Me""",https://greysanatomy.fandom.com/wiki/Come_Fly_With_Me,"May 4, 2023",3.1,"Teddy calls an emergency meeting to discuss the intern program. Link wrestles with his own self-doubt as he preps for a massive surgery, and Nick shares some much-needed guidance with a struggling Lucas."
Season 19,418,18,"""Ready to Run""",https://greysanatomy.fandom.com/wiki/Ready_to_Run,"May 11, 2023",2.99,Richard and Teddy make an exciting announcement. Jules and Blue butt heads over Maxine's care while Lucas helps an artist decide on a risky procedure. Jo and Mika tend to Sam as Simone faces a life-changing decision.
Season 19,419,19,"""Wedding Bell Blues""",https://greysanatomy.fandom.com/wiki/Wedding_Bell_Blues,"May 18, 2023",3.02,Simone's wedding day arrives as Jo and Link's relationship hits a major turning point.
Season 19,420,20,"""Happily Ever After?""",https://greysanatomy.fandom.com/wiki/Happily_Ever_After%3F,"May 18, 2023",3.02,"The attending surgeons fly to Boston, forcing a reunion between Nick and Meredith. Bailey gets a big surprise."
